Age,Income,SpendingScore,NumPurchases,CreditScore,Gender,City,IsSubscribed,MaritalStatus,YearsWithCompany,HasCreditCard,SatisfactionScore,Target
58,75477.67,85.71,4,670.67,Female,CityA,1,Single,7,0,1.01,185.88
53,37716.59,52.62,4,690.71,Male,CityA,1,Married,19,0,5.02,167.84
50,64005.75,7.3,3,663.51,Female,CityA,1,Single,33,1,3.49,146.05
21,73344.46,83.31,1,798.72,Female,CityB,1,Single,3,1,1.94,165.25
50,61234.26,60.3,4,622.1,Female,CityC,0,Divorced,17,0,1.68,150.25
31,75982.21,12.38,2,841.67,Male,CityA,0,Married,3,1,4.13,132.25
38,52240.67,10.29,4,680.47,Male,CityB,0,Divorced,19,0,6.53,132.43
65,81140.21,91.05,1,709.17,Male,CityC,0,Divorced,8,1,8.54,202.69
37,94483.47,67.25,5,671.26,Male,CityB,0,Divorced,15,1,2.65,182.49
25,54557.42,83.1,3,669.17,Male,CityB,1,Single,25,1,4.82,163.65
24,53317.46,88.02,1,660.76,Female,CityA,1,Married,37,1,4.53,194.0
20,81800.77,57.61,2,730.06,Male,CityC,1,Married,24,1,5.62,184.01
34,83693.58,52.23,1,629.46,Male,CityB,1,Divorced,3,1,8.29,158.19
50,52157.1,43.61,5,718.21,Male,CityC,1,Single,40,0,5.98,183.02
65,53697.2,32.38,1,590.78,Female,CityA,0,Married,40,1,8.62,155.03
29,55773.23,44.03,3,713.68,Female,CityC,0,Married,37,0,5.67,157.13
68,39833.24,77.61,2,742.46,Male,CityB,0,Divorced,18,0,6.43,187.35
39,46220.22,60.59,3,636.27,Female,CityB,1,Single,13,0,4.94,150.05
39,44937.89,89.36,2,733.94,Female,CityC,1,Divorced,20,0,8.41,194.91
63,48483.04,44.89,5,702.57,Female,CityB,1,Married,14,0,9.31,168.05
47,59479.73,61.1,4,779.92,Female,CityB,1,Single,2,0,6.75,184.51
55,63513.22,63.5,5,657.24,Male,CityB,0,Divorced,36,1,8.39,193.16
55,83257.51,59.58,2,840.8,Male,CityA,1,Married,15,1,1.53,199.23
62,45024.69,70.56,3,580.46,Female,CityA,0,Divorced,13,1,9.16,166.07
68,74764.84,24.51,2,683.52,Female,CityB,1,Divorced,8,0,2.7,159.4
25,56790.17,51.72,1,615.07,Female,CityC,0,Divorced,6,0,3.31,124.24
44,59258.04,11.32,3,792.55,Female,CityA,1,Single,13,0,1.48,142.68
44,70122.29,39.07,1,686.91,Male,CityC,1,Married,5,1,9.69,173.36
51,43159.17,49.28,7,691.42,Female,CityB,0,Married,20,1,8.67,159.39
38,65736.15,65.57,6,722.16,Male,CityB,0,Married,14,1,9.22,171.8
47,62496.78,95.1,3,699.76,Female,CityC,1,Married,7,0,8.62,213.91
50,67386.77,60.46,4,670.31,Male,CityA,0,Single,33,0,5.32,178.5
45,64337.53,74.62,1,637.17,Female,CityC,1,Divorced,39,0,9.32,203.19
64,96829.5,51.12,1,708.43,Male,CityC,1,Married,0,1,9.73,204.21
50,50433.9,63.78,2,718.94,Male,CityB,0,Single,31,0,5.52,175.05
22,52035.05,8.02,3,734.77,Male,CityA,1,Divorced,4,0,2.58,129.5
65,50652.89,26.18,3,795.64,Female,CityC,1,Single,29,0,6.93,178.24
36,51667.84,36.82,1,591.31,Male,CityA,0,Single,21,0,9.78,162.32
21,50439.19,47.78,4,696.61,Female,CityB,1,Married,19,1,8.85,164.68
52,77835.25,5.52,1,759.59,Male,CityA,1,Married,15,1,8.76,172.02
66,81307.56,14.86,3,693.77,Male,CityB,1,Divorced,6,0,9.4,181.83
34,51438.81,28.4,3,583.09,Female,CityA,1,Divorced,6,0,9.05,148.04
61,47514.67,97.18,1,635.45,Male,CityC,0,Married,1,1,7.99,183.52
45,67071.23,33.8,2,716.43,Female,CityB,0,Single,13,1,7.46,157.13
47,51716.65,48.72,4,714.61,Female,CityC,0,Married,30,0,3.38,172.27
46,69493.98,20.41,2,733.63,Female,CityB,1,Divorced,40,1,6.59,161.35
63,63043.85,61.47,0,660.95,Female,CityA,0,Single,13,1,5.69,178.6
23,37263.84,28.79,4,712.99,Male,CityA,0,Single,4,0,8.76,149.98
52,83212.58,21.49,0,652.71,Male,CityB,0,Single,10,1,5.43,146.04
58,86938.17,52.14,2,713.0,Female,CityB,1,Married,39,1,2.15,200.43
54,50808.17,1.55,5,702.66,Male,CityB,0,Married,4,1,1.04,135.64
41,54184.48,1.76,1,658.96,Male,CityA,0,Divorced,28,1,7.1,125.99
46,64287.98,22.69,5,777.91,Female,CityB,1,Single,10,0,5.95,170.53
66,65016.85,4.64,4,614.72,Male,CityB,1,Single,4,1,3.98,131.0
63,69878.16,11.69,4,692.92,Female,CityC,1,Married,31,1,2.52,178.9
48,90153.07,34.55,3,657.85,Male,CityB,1,Divorced,35,0,5.2,194.66
52,57345.79,80.46,6,791.71,Male,CityC,1,Divorced,14,1,1.9,193.66
50,48025.54,57.63,2,729.92,Female,CityC,1,Single,18,0,4.02,167.89
69,39310.21,51.75,4,667.53,Male,CityC,0,Married,21,0,4.41,158.81
38,49036.05,30.06,2,686.01,Male,CityA,0,Single,33,1,5.19,141.46
49,59503.1,93.24,5,793.06,Female,CityC,1,Married,16,1,5.2,207.04
40,86918.37,40.3,3,652.69,Male,CityB,1,Divorced,11,1,3.31,158.62
50,52235.83,9.62,3,611.78,Female,CityA,0,Single,24,1,8.65,151.39
20,63356.82,62.09,3,714.55,Male,CityA,1,Single,16,1,4.2,183.95
35,59753.66,12.27,1,715.68,Female,CityA,1,Single,9,0,3.07,150.17
42,77825.9,35.18,3,733.3,Female,CityA,0,Divorced,27,1,2.58,155.15
59,97903.99,51.23,6,733.63,Female,CityA,1,Single,17,0,3.9,201.85
48,52036.97,87.55,3,788.54,Female,CityA,1,Divorced,17,1,1.61,196.61
20,52658.41,49.86,1,614.09,Female,CityA,0,Married,31,0,1.3,146.46
57,75662.41,70.52,3,639.86,Male,CityC,0,Divorced,13,1,6.45,161.19
63,70228.37,99.29,3,733.11,Male,CityB,0,Married,15,1,6.57,211.02
41,87700.61,14.02,2,644.72,Female,CityB,0,Divorced,17,1,5.77,139.24
67,68758.92,28.2,3,627.17,Male,CityC,0,Divorced,15,1,7.86,158.98
49,54610.62,40.06,0,793.29,Female,CityC,1,Single,16,1,1.35,174.64
64,68859.82,42.76,8,619.0,Male,CityA,1,Divorced,6,0,9.42,195.97
39,76630.55,41.69,1,682.44,Male,CityA,1,Single,11,1,1.86,173.59
40,72307.23,90.85,1,697.03,Female,CityC,1,Married,33,1,7.07,195.26
19,67609.11,71.69,3,765.46,Female,CityA,1,Married,9,1,2.2,168.6
44,76000.12,61.18,2,606.56,Male,CityB,0,Single,4,0,8.92,160.66
59,77539.43,31.63,2,720.77,Male,CityB,1,Married,20,1,5.6,178.1
19,80732.38,82.56,3,655.48,Female,CityA,1,Divorced,2,0,1.74,175.54
43,69730.65,95.55,4,731.38,Male,CityA,1,Single,18,1,6.55,221.55
34,57493.23,82.3,3,654.66,Male,CityA,1,Single,34,0,1.08,171.44
57,62200.71,1.15,7,778.62,Female,CityB,1,Single,5,1,7.98,162.81
50,78097.63,64.0,3,654.95,Male,CityA,0,Married,13,1,6.86,192.0
26,47745.96,6.06,3,576.9,Female,CityC,1,Married,3,0,2.91,104.12
60,65530.1,26.5,3,660.56,Female,CityA,1,Divorced,17,1,4.37,170.58
65,54099.92,6.89,5,686.93,Female,CityC,1,Divorced,28,0,1.07,153.94
56,60431.17,60.78,5,754.12,Male,CityA,1,Single,34,1,7.24,208.18
46,79176.78,68.97,4,637.08,Male,CityA,1,Divorced,37,1,3.9,187.77
59,62866.49,12.33,4,638.07,Female,CityB,1,Married,15,0,6.14,163.96
43,60696.55,39.0,2,748.03,Female,CityC,0,Divorced,19,1,9.61,163.73
52,39602.16,46.17,6,631.24,Male,CityC,1,Married,23,0,3.7,148.31
67,71193.8,37.54,3,691.05,Male,CityC,0,Divorced,34,0,9.91,191.19
42,69682.26,12.98,2,692.07,Male,CityB,0,Married,18,1,6.69,124.49
41,92448.82,42.48,6,710.88,Female,CityC,1,Married,3,1,3.18,175.03
30,55383.33,75.37,4,662.51,Female,CityB,1,Divorced,32,1,4.93,187.4
24,63287.25,8.03,3,653.65,Male,CityA,1,Divorced,1,0,7.66,147.62
53,63740.76,8.94,3,716.74,Male,CityA,0,Married,12,0,5.02,158.22
62,83661.8,36.12,6,655.2,Male,CityC,1,Single,29,1,1.62,201.53
37,58570.57,94.23,4,632.0,Female,CityA,1,Divorced,33,0,2.52,204.96
18,64185.32,67.19,2,761.39,Female,CityA,1,Married,29,0,8.12,193.88
25,69118.45,68.19,1,724.4,Male,CityC,0,Divorced,23,0,6.84,187.03
63,62799.14,36.83,3,788.38,Male,CityA,0,Divorced,32,0,6.13,183.57
33,53303.5,59.77,4,739.2,Female,CityC,1,Divorced,40,1,2.51,190.24
31,62911.35,2.0,5,636.59,Female,CityC,0,Divorced,9,1,8.54,131.0
29,76104.48,63.97,6,704.82,Male,CityA,1,Divorced,17,1,9.65,203.64
68,44602.27,91.42,2,649.22,Male,CityA,0,Single,18,0,1.37,164.34
40,61994.55,61.64,4,617.42,Male,CityA,1,Single,6,0,1.7,158.22
32,49498.19,87.5,4,677.64,Female,CityA,0,Single,18,0,8.96,185.44
45,77925.7,72.67,0,749.08,Male,CityA,1,Married,23,0,8.34,222.8
51,37152.2,12.94,4,713.75,Female,CityB,1,Single,14,1,6.56,153.79
19,51616.17,90.34,5,630.46,Female,CityA,0,Single,40,0,9.5,188.61
49,65658.18,7.58,2,675.88,Male,CityB,0,Married,22,0,6.82,139.23
40,83482.86,53.86,5,692.86,Male,CityC,0,Single,3,1,2.94,176.3
39,59013.75,15.07,4,615.54,Female,CityA,0,Divorced,37,1,7.56,148.56
68,51672.01,2.16,5,735.66,Male,CityA,0,Single,3,1,6.81,149.74
42,88217.36,42.78,2,688.56,Female,CityA,1,Single,4,0,9.87,189.71
39,38279.79,30.21,2,630.47,Male,CityC,1,Single,40,0,2.93,161.49
39,27017.91,49.11,0,627.64,Male,CityB,0,Divorced,22,0,6.38,144.71
66,66600.22,58.14,4,755.03,Male,CityB,1,Divorced,39,0,8.02,198.98
69,52469.19,5.33,1,680.96,Male,CityA,1,Divorced,36,0,4.05,138.62
59,44681.51,13.18,2,759.52,Female,CityA,0,Divorced,10,0,4.42,147.44
23,70625.35,56.31,3,778.61,Female,CityA,1,Married,10,1,8.99,188.07
32,63657.01,34.97,2,751.12,Female,CityA,1,Divorced,12,0,4.64,167.22
60,51538.82,73.19,2,673.33,Male,CityC,0,Divorced,13,1,6.62,188.63
54,40795.43,65.58,1,575.11,Female,CityA,0,Divorced,7,1,9.0,144.23
50,73086.86,84.71,3,715.65,Female,CityC,1,Divorced,24,1,2.89,212.16
25,69753.02,69.56,4,804.58,Female,CityA,0,Married,17,0,9.84,187.73
61,58512.36,43.56,6,698.23,Male,CityB,1,Single,17,0,7.32,199.95
61,87699.55,67.62,3,600.51,Female,CityB,0,Single,9,1,5.47,184.96
22,43948.73,28.26,2,666.26,Male,CityA,0,Divorced,6,0,4.88,111.02
56,37117.12,31.33,3,690.81,Male,CityA,0,Divorced,13,0,9.59,147.61
21,49621.38,79.11,1,645.1,Female,CityC,0,Divorced,14,1,2.85,169.03
23,59316.21,45.2,2,571.8,Male,CityA,1,Single,15,0,3.81,163.36
62,63650.09,80.04,1,695.11,Female,CityA,0,Single,1,0,3.77,176.04
49,56381.46,82.42,3,660.76,Female,CityA,0,Divorced,29,0,3.6,181.42
69,65280.83,85.9,4,788.63,Female,CityB,1,Single,29,0,5.22,220.49
47,41226.91,91.75,2,705.05,Female,CityC,1,Married,17,1,9.9,197.76
64,81656.47,43.67,2,723.48,Female,CityB,1,Divorced,30,1,9.0,199.8
52,58767.73,32.57,3,694.05,Male,CityC,1,Divorced,12,0,3.95,172.68
57,76759.44,58.64,2,704.69,Female,CityB,0,Married,19,0,4.81,184.17
69,65140.88,37.75,2,617.39,Male,CityA,1,Married,34,0,7.03,169.29
33,66851.3,60.51,3,647.99,Female,CityB,0,Single,22,1,1.15,164.23
30,68546.51,70.85,1,754.43,Female,CityB,1,Married,32,0,8.38,200.55
67,66715.63,69.15,6,710.47,Female,CityC,0,Divorced,37,0,8.92,204.3
59,69640.84,38.08,2,680.07,Male,CityC,1,Single,34,1,8.71,206.97
47,79937.29,17.52,2,724.31,Male,CityB,0,Married,35,0,4.38,166.56
36,62947.82,43.62,2,725.29,Male,CityC,0,Single,19,1,5.16,140.86
34,70635.06,15.12,4,799.54,Male,CityC,1,Single,2,0,1.11,151.84
36,58653.96,89.12,1,708.15,Female,CityC,0,Single,7,1,4.59,180.12
45,81601.76,35.24,2,646.87,Female,CityC,0,Single,39,0,5.14,161.12
43,49854.12,16.29,4,694.22,Male,CityC,0,Married,31,0,9.16,166.81
54,87014.11,3.52,3,730.38,Male,CityB,0,Divorced,28,1,9.05,162.63
43,59397.63,64.94,3,749.78,Male,CityC,1,Divorced,6,1,9.69,201.79
40,38538.37,64.05,3,619.25,Female,CityA,0,Married,1,1,8.97,143.93
26,61921.57,34.72,6,712.69,Male,CityB,0,Divorced,20,1,1.07,148.01
29,49784.23,8.1,3,655.14,Male,CityB,1,Single,5,1,6.77,130.94
18,72609.65,41.55,3,671.67,Female,CityB,1,Single,27,0,1.61,168.34
18,50210.64,31.81,1,742.29,Male,CityC,1,Single,35,1,3.45,175.48
64,53307.25,68.03,2,737.31,Female,CityA,0,Married,31,1,6.2,185.65
51,31656.89,60.97,4,666.09,Female,CityC,0,Single,8,1,7.31,154.73
49,53215.41,37.09,3,692.11,Female,CityB,1,Single,10,1,6.89,158.11
65,23641.81,22.57,3,673.2,Female,CityB,0,Married,22,0,1.44,113.53
42,36241.46,98.82,2,844.59,Female,CityB,1,Single,10,0,1.93,182.71
57,71406.22,45.95,3,713.92,Male,CityB,0,Single,1,0,2.16,145.4
62,71787.0,69.14,1,658.03,Male,CityC,1,Divorced,2,0,1.82,152.63
18,66381.86,14.91,2,766.11,Female,CityA,0,Married,10,0,2.6,136.09
33,45495.36,49.07,2,767.87,Female,CityA,1,Single,34,1,7.2,173.94
56,59284.33,3.73,3,789.58,Male,CityB,0,Single,14,0,8.48,170.99
22,59945.96,51.04,5,804.4,Male,CityA,1,Single,10,0,4.68,168.34
39,42624.53,96.44,3,735.39,Female,CityB,0,Single,30,1,7.24,196.95
46,82550.97,39.04,6,682.51,Male,CityB,0,Divorced,27,1,2.8,180.45
20,73160.43,4.86,2,689.87,Male,CityA,0,Divorced,27,0,9.76,164.39
29,56685.54,4.06,5,685.4,Female,CityB,1,Divorced,31,0,4.15,149.57
43,60403.29,39.41,6,679.81,Male,CityA,0,Divorced,24,1,8.61,185.2
33,63125.74,16.84,6,762.0,Male,CityB,0,Married,19,0,9.51,172.21
68,29373.98,3.31,3,700.04,Male,CityA,0,Single,27,1,8.78,155.2
54,56292.34,75.87,4,748.57,Male,CityB,1,Divorced,24,1,1.6,214.28
39,49770.24,46.39,3,733.83,Female,CityA,0,Single,10,0,6.85,156.63
46,44975.7,29.64,2,645.07,Male,CityB,1,Married,18,0,2.08,144.48
31,55783.5,90.11,5,614.14,Female,CityB,0,Single,27,0,1.05,165.64
45,86965.3,12.5,4,638.17,Male,CityB,1,Single,0,1,1.47,163.41
22,69612.64,95.64,2,678.66,Female,CityA,1,Divorced,4,1,9.25,217.64
64,51432.32,32.08,0,706.72,Female,CityC,0,Divorced,9,0,9.18,161.83
66,68588.74,88.95,0,667.58,Male,CityB,1,Married,33,0,3.03,181.79
47,80990.33,60.69,5,735.15,Female,CityB,1,Single,35,0,5.92,198.96
63,73869.51,82.84,6,673.62,Female,CityA,0,Divorced,1,1,9.6,207.91
69,60894.46,98.42,1,712.85,Female,CityB,1,Divorced,17,1,5.47,191.64
22,50295.95,29.55,2,705.88,Female,CityB,1,Divorced,12,1,4.54,140.19
29,70473.35,96.15,5,786.72,Female,CityB,1,Married,4,0,5.35,197.03
33,65902.28,39.56,4,651.24,Male,CityB,1,Single,19,1,8.11,170.7
43,73427.9,39.17,3,810.42,Female,CityC,0,Divorced,1,1,5.3,169.91
43,69527.58,34.7,2,670.28,Female,CityC,1,Single,10,0,8.05,148.25
65,75743.29,54.6,0,633.0,Male,CityB,1,Married,29,1,4.89,166.98
38,51971.47,16.26,4,689.15,Male,CityB,0,Single,31,0,3.27,129.44
56,79760.91,55.82,5,862.01,Female,CityB,0,Divorced,31,1,3.94,190.33
53,62963.99,54.63,2,744.76,Male,CityC,1,Single,37,0,1.7,185.23
50,91128.91,76.43,3,730.15,Male,CityC,0,Single,27,0,5.48,204.2
47,49662.18,83.53,7,739.76,Male,CityA,0,Married,9,1,2.33,187.96
54,86039.46,44.6,5,661.52,Male,CityA,0,Married,21,0,8.3,190.32
40,62968.66,30.93,3,716.3,Male,CityB,0,Single,16,1,4.79,148.34
27,50228.73,26.67,1,700.13,Male,CityB,0,Single,21,0,7.89,147.14
22,52741.71,20.27,3,790.45,Female,CityC,0,Single,18,0,9.59,166.87
53,55194.79,6.71,4,694.57,Female,CityB,0,Married,16,0,8.65,147.34
51,66362.49,34.9,1,681.09,Male,CityB,0,Married,23,1,9.56,163.56
69,67842.53,27.75,3,641.76,Male,CityC,0,Single,35,0,6.11,158.94
48,51394.5,96.68,3,707.0,Female,CityC,1,Married,31,0,2.49,187.57
27,59634.68,56.21,4,714.65,Male,CityC,1,Divorced,35,1,9.42,198.68
36,92134.06,35.38,1,639.92,Female,CityC,1,Married,27,0,8.82,181.65
49,85913.15,58.47,2,722.66,Male,CityA,1,Married,13,0,8.78,216.8
18,66544.86,14.78,3,711.66,Female,CityC,1,Married,35,0,7.24,158.44
22,60570.05,44.96,2,750.67,Female,CityC,0,Divorced,5,0,6.62,161.79
62,61800.47,63.0,1,760.62,Male,CityB,0,Divorced,8,1,1.13,169.19
21,69202.77,49.4,1,704.71,Male,CityB,1,Divorced,20,0,7.73,172.64
33,44658.11,40.78,3,648.18,Male,CityB,1,Single,11,0,1.82,138.22
41,56139.35,99.39,0,658.47,Male,CityA,0,Single,29,1,3.34,183.09
33,34971.24,88.15,3,788.11,Female,CityC,1,Divorced,30,0,5.96,198.62
19,65988.35,62.72,1,708.27,Male,CityC,0,Single,39,0,5.07,174.54
66,69707.94,57.37,1,787.31,Female,CityA,1,Single,3,1,1.14,182.11
45,52752.2,62.45,7,724.93,Male,CityC,0,Single,30,1,8.42,189.8
49,83609.8,20.93,3,737.69,Female,CityB,1,Divorced,26,1,8.91,171.15
44,41613.52,40.12,2,746.94,Male,CityA,0,Married,24,1,7.14,159.88
37,38034.38,4.91,4,638.84,Male,CityC,1,Divorced,4,0,5.87,125.51
41,63366.78,48.08,4,715.35,Female,CityA,1,Divorced,5,1,9.65,198.82
29,75706.47,54.76,0,638.15,Male,CityA,0,Single,4,0,2.08,150.24
67,85258.92,23.55,3,685.75,Male,CityC,0,Single,26,1,7.64,179.37
52,53116.74,96.44,3,732.01,Male,CityB,1,Married,7,0,2.16,192.03
50,76180.21,91.04,7,648.73,Male,CityC,1,Married,8,1,4.44,190.13
50,59422.37,72.49,3,727.97,Male,CityC,0,Married,14,1,6.27,173.2
68,57410.59,53.81,2,625.08,Female,CityB,0,Married,35,0,7.63,171.93
60,73254.9,87.13,4,757.17,Male,CityC,0,Divorced,40,1,1.03,207.85
54,69784.84,13.93,2,666.78,Female,CityC,1,Married,6,1,3.35,144.09
29,36354.12,79.26,2,648.64,Male,CityC,1,Divorced,31,1,5.84,167.54
20,82148.11,13.36,3,628.23,Male,CityA,0,Single,7,0,5.8,127.0
18,80701.37,79.63,0,671.03,Female,CityA,1,Married,14,1,6.74,183.4
50,50616.56,28.3,0,604.62,Female,CityA,1,Single,36,1,3.73,152.04
57,65937.05,87.83,3,672.58,Female,CityC,0,Single,18,0,5.86,192.25
27,67410.45,94.46,4,754.97,Female,CityB,1,Divorced,38,0,2.71,199.99
60,63910.11,15.73,6,690.56,Female,CityA,0,Married,5,1,2.68,150.44
61,51745.42,46.8,4,641.12,Male,CityB,0,Divorced,18,0,6.19,150.66
46,49925.65,98.12,2,711.31,Female,CityC,1,Single,27,0,7.17,198.6
30,59616.69,48.86,2,706.89,Female,CityA,1,Married,16,0,2.08,163.1
29,77590.94,86.49,8,797.83,Male,CityC,0,Single,18,1,2.11,197.16
48,68154.0,59.28,4,739.54,Male,CityB,0,Single,30,1,6.09,171.63
63,54440.79,38.16,3,715.28,Female,CityA,0,Married,10,0,3.43,140.16
19,71575.48,29.29,1,745.25,Female,CityA,1,Married,14,1,4.53,160.93
68,17271.86,21.12,2,693.28,Female,CityA,0,Married,9,0,4.61,132.44
67,77231.49,76.42,1,696.23,Male,CityA,0,Divorced,22,1,2.61,188.16
52,33904.29,39.27,3,782.95,Female,CityB,0,Divorced,2,0,1.01,145.54
40,54563.39,51.62,4,618.22,Male,CityA,0,Single,2,1,8.68,150.47
34,43204.95,49.74,0,748.4,Male,CityC,1,Married,17,0,7.44,172.28
43,40579.78,58.15,2,694.46,Male,CityA,1,Single,24,1,7.21,175.49
25,77412.4,86.69,5,685.43,Male,CityB,0,Single,19,1,5.92,183.04
46,52984.48,98.09,5,672.36,Female,CityA,1,Single,28,0,7.31,210.34
43,65197.56,41.35,3,707.68,Male,CityB,1,Single,21,1,9.42,185.24
27,59296.19,82.92,1,697.82,Male,CityB,1,Single,14,1,6.99,198.7
43,67155.61,76.69,3,679.26,Female,CityC,0,Married,38,1,3.39,198.32
51,61152.33,57.78,2,664.87,Male,CityA,1,Divorced,9,1,6.14,171.11
68,40755.12,95.65,5,604.73,Female,CityA,1,Married,20,1,4.98,184.86
58,74944.0,20.85,1,663.81,Male,CityA,0,Married,28,1,6.01,175.29
24,52593.65,11.82,3,674.39,Female,CityC,0,Married,31,1,5.66,145.18
21,36651.27,85.54,3,707.56,Male,CityC,1,Divorced,9,1,8.73,174.37
67,53578.27,44.48,4,798.15,Male,CityB,1,Divorced,12,0,6.87,166.79
62,82511.4,84.85,2,669.2,Female,CityB,0,Divorced,22,1,2.7,182.05
28,72753.33,89.42,2,648.81,Male,CityB,0,Married,22,0,1.57,164.26
46,54770.22,7.18,1,664.28,Male,CityC,0,Divorced,30,1,4.82,136.38
53,54761.13,88.46,0,707.67,Female,CityC,0,Single,3,0,1.14,168.24
42,55175.47,45.38,2,729.43,Male,CityC,1,Divorced,2,1,3.86,166.25
38,91151.22,51.53,2,736.42,Male,CityB,0,Married,20,0,4.31,194.0
53,65729.03,63.03,1,741.39,Female,CityC,1,Married,1,0,4.38,184.99
27,66450.62,92.71,5,748.46,Female,CityB,1,Single,3,1,9.81,190.64
54,75454.25,2.89,7,686.06,Female,CityB,1,Divorced,0,0,3.74,165.76
26,63581.84,48.21,2,802.66,Female,CityA,0,Divorced,14,1,3.39,179.08
41,56114.37,69.08,2,682.26,Female,CityA,0,Single,32,1,2.16,184.28
52,57054.75,72.55,2,705.47,Male,CityA,1,Married,5,0,5.6,166.52
66,58925.98,69.56,1,764.79,Female,CityB,1,Married,6,1,2.38,178.37
52,59441.67,14.31,2,728.32,Male,CityA,1,Divorced,18,0,6.55,171.02
65,70914.44,30.64,2,587.96,Female,CityA,1,Divorced,0,0,2.4,136.29
53,60779.19,36.51,5,700.28,Male,CityA,1,Divorced,38,1,6.19,168.7
35,70989.6,80.64,0,743.1,Male,CityC,0,Divorced,18,1,8.44,189.64
66,58789.25,28.6,3,632.83,Female,CityB,0,Divorced,25,1,1.38,141.28
56,61179.53,21.86,2,737.53,Male,CityA,0,Married,11,1,4.78,134.82
49,30026.99,95.79,5,719.51,Male,CityC,1,Married,21,1,5.15,202.65
41,73744.92,1.88,3,759.2,Female,CityC,1,Married,12,0,8.12,165.92
40,65197.33,99.78,5,665.4,Female,CityC,0,Married,27,0,5.21,189.74
49,74970.15,68.01,6,749.79,Female,CityA,0,Single,13,1,6.11,182.25
54,16556.17,83.02,3,707.98,Female,CityC,1,Married,21,1,8.12,181.27
29,91325.62,30.17,5,788.3,Male,CityB,0,Single,29,1,6.04,190.01
66,57906.16,2.42,2,839.3,Male,CityC,0,Married,19,0,4.22,159.09
30,76622.74,74.05,0,776.92,Male,CityC,0,Divorced,26,0,1.77,163.38
40,44401.41,83.58,6,724.03,Male,CityC,1,Divorced,37,0,7.57,208.8
42,69191.61,74.31,5,816.05,Male,CityC,1,Divorced,40,1,8.84,230.58
52,44198.77,15.14,3,730.17,Male,CityB,0,Single,33,1,9.73,156.81
58,50643.47,75.59,6,654.6,Female,CityA,1,Married,38,0,9.34,216.05
47,88710.47,77.12,3,698.04,Male,CityB,0,Married,40,1,8.18,200.66
34,57139.76,66.2,1,738.08,Male,CityB,0,Single,36,1,6.79,192.16
66,63261.49,76.85,0,741.3,Male,CityA,1,Single,0,0,8.03,191.37
37,73051.02,84.75,2,643.74,Female,CityC,1,Single,14,0,4.89,180.19
65,67435.23,61.75,2,645.32,Female,CityA,1,Single,31,1,6.35,187.64
42,62256.28,9.77,4,682.93,Female,CityA,0,Single,7,0,4.14,146.68
39,65474.42,49.28,5,726.73,Female,CityB,0,Divorced,32,1,3.94,178.0
30,96051.23,8.69,1,733.13,Male,CityA,0,Married,17,0,7.81,167.25
36,59135.72,41.35,4,707.07,Male,CityC,1,Single,28,0,5.09,184.68
66,63016.49,41.3,3,658.28,Male,CityB,0,Divorced,31,1,2.91,159.85
53,75759.82,7.53,2,786.85,Female,CityC,0,Single,32,1,2.82,163.14
29,76582.89,35.53,3,646.4,Male,CityB,0,Divorced,4,0,8.73,152.61
58,77805.45,11.99,2,765.12,Male,CityC,0,Single,17,1,7.1,175.68
36,69580.95,81.02,3,736.94,Male,CityA,1,Married,9,0,5.91,188.29
29,42854.93,94.82,5,764.02,Female,CityA,1,Single,35,1,4.61,201.14
26,84501.47,8.16,2,677.78,Female,CityA,1,Single,32,0,4.88,184.63
24,42804.82,95.56,5,692.87,Female,CityC,0,Married,22,0,1.52,182.56
45,64539.53,52.74,1,702.75,Male,CityB,0,Married,39,0,5.09,163.74
31,48685.86,30.66,0,676.18,Male,CityB,0,Single,4,1,8.16,143.93
48,59037.92,8.61,4,711.26,Male,CityB,1,Married,33,0,4.49,169.72
69,64931.44,50.56,6,778.95,Male,CityA,1,Married,23,0,4.45,187.73
36,64820.36,79.66,4,635.16,Female,CityC,1,Divorced,16,0,1.14,173.74
64,66328.81,71.0,3,667.14,Male,CityB,1,Married,30,0,5.12,186.34
33,84205.67,5.97,5,661.71,Female,CityC,1,Married,6,1,1.23,122.69
22,66803.01,8.22,2,695.28,Male,CityB,0,Single,16,1,6.13,136.44
52,56337.65,40.88,2,693.22,Female,CityA,1,Single,27,0,5.56,167.09
29,74461.31,30.23,2,738.62,Male,CityC,1,Divorced,37,0,8.56,173.52
42,77842.06,24.01,4,701.69,Male,CityB,1,Single,21,1,6.24,174.58
69,41585.88,28.82,3,715.14,Female,CityB,0,Married,14,0,3.91,127.03
38,68961.0,80.54,5,719.92,Female,CityB,1,Married,36,1,5.65,207.86
53,70517.59,92.99,2,712.27,Male,CityB,1,Married,14,0,7.3,204.63
40,55536.55,41.11,2,735.17,Male,CityA,1,Single,24,1,1.85,170.33
33,80635.6,90.7,3,693.88,Male,CityB,0,Married,20,0,6.59,178.1
56,57749.17,32.83,3,782.32,Female,CityB,0,Married,37,1,9.25,204.72
62,61883.65,48.17,4,827.08,Male,CityA,1,Divorced,1,1,3.69,199.77
59,57403.92,23.38,1,735.31,Female,CityB,1,Divorced,26,1,6.64,162.17
56,60233.69,64.41,0,711.4,Male,CityC,1,Divorced,31,0,8.39,207.14
31,43555.87,97.92,1,731.23,Male,CityC,1,Single,20,1,5.61,194.95
48,38399.24,60.75,4,644.95,Male,CityB,0,Married,3,1,7.46,148.5
